 ,Area,Mean,StdDev,Min,Max,X,Y,Perim.,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
53,7249,19.080,30.337,0,151,2017.500,1800.500,315.604,122.941,75.074,0.000,0.915,123,1956.000,1800.500,0,75,1.638,0.611,1.006
54,498,70.996,25.849,39,140,1533.000,2217.500,80.736,29.839,21.250,0.000,0.960,30,1518.000,2217.500,0,21,1.404,0.712,1.008
55,4052,21.786,28.207,0,130,1503.000,1730.000,226.588,78.023,66.123,90.000,0.992,78,1503.000,1769.000,90,66,1.180,0.847,1.007
56,2292,23.208,23.529,0,91,1440.000,1739.000,169.646,54.021,54.021,0.000,1.000,54,1413.000,1739.000,0,54,1.000,1.000,1.002
57,4948,80.949,44.939,21,255,1243.500,1613.000,249.957,83.856,75.129,90.000,0.995,84,1243.500,1655.000,90,75,1.116,0.896,1.007
58,7136,58.445,29.648,6,166,1407.000,1283.000,302.772,108.142,84.018,0.000,0.978,108,1353.000,1283.000,0,84,1.287,0.777,1.001
59,9612,98.692,42.966,7,201,1422.000,1187.000,349.290,120.012,101.976,0.000,0.990,120,1362.000,1187.000,0,102,1.177,0.850,1.001
60,1597,40.597,43.904,5,187,1462.500,789.500,141.372,45.093,45.093,0.000,1.000,45,1440.000,789.500,0,45,1.000,1.000,1.010
61,5884,83.024,50.107,2,203,2034.000,1307.000,274.050,95.996,78.042,0.000,0.985,96,1986.000,1307.000,0,78,1.230,0.813,1.000
62,2166,168.789,21.385,112,225,2455.500,1706.000,164.967,54.013,51.059,90.000,1.000,54,2455.500,1733.000,90,51,1.058,0.945,0.999
63,1804,91.318,42.653,12,206,2568.000,1511.000,150.796,47.926,47.926,0.000,0.997,48,2544.000,1511.000,0,48,1.000,1.000,0.996
64,5348,75.070,60.089,0,197,2121.000,1467.500,259.203,84.047,81.018,0.000,1.000,84,2079.000,1467.500,0,81,1.037,0.964,1.003
65,1928,56.025,37.168,0,153,2044.500,1490.000,155.545,51.053,48.083,0.000,1.000,51,2019.000,1490.000,0,48,1.062,0.942,1.000
66,5702,88.638,49.447,0,194,2086.500,1544.000,269.123,93.102,77.979,0.000,0.989,93,2040.000,1544.000,0,78,1.194,0.838,1.005
67,2148,100.844,48.924,18,181,1858.500,2036.000,165.237,57.068,47.924,0.000,0.989,57,1830.000,2036.000,0,48,1.191,0.840,0.998
68,5957,49.811,46.818,0,161,1741.500,1923.500,273.319,87.090,87.090,0.000,1.000,87,1698.000,1923.500,0,87,1.000,1.000,1.001
69,5054,43.228,39.820,0,147,1665.000,1884.500,262.814,102.018,63.077,0.000,0.919,102,1614.000,1884.500,0,63,1.617,0.618,0.996
