 ,Area,Mean,StdDev,Min,Max,X,Y,Perim.,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
28,5268,100.162,54.966,0,191,2405.500,1317.000,260.232,93.075,72.065,0.000,0.978,93,2359.000,1317.000,0,72,1.292,0.774,1.007
29,3274,73.325,35.506,10,156,2455.000,1135.500,202.660,66.099,63.066,0.000,1.000,66,2422.000,1135.500,0,63,1.048,0.954,1.001
30,4238,79.544,38.040,4,177,2455.000,1195.500,231.123,78.138,69.057,0.000,0.997,78,2416.000,1195.500,0,69,1.132,0.884,1.007
31,4018,119.470,48.954,13,209,2411.000,1092.500,224.649,73.077,70.006,90.000,1.000,73,2411.000,1129.000,90,70,1.044,0.958,1.002
32,4248,116.077,54.333,10,225,2353.000,1006.500,230.931,75.059,72.059,90.000,1.000,75,2353.000,1044.000,90,72,1.042,0.960,1.009
33,4598,176.785,60.655,20,247,2428.000,811.500,240.355,78.067,74.992,0.000,1.000,78,2389.000,811.500,0,75,1.041,0.961,1.007
34,4598,96.388,29.048,25,197,2429.500,666.000,240.355,78.067,74.992,90.000,1.000,78,2429.500,705.000,90,75,1.041,0.961,1.007
35,4059,117.365,48.739,6,190,2357.500,673.500,226.293,74.900,69.000,90.000,0.996,75,2357.500,711.000,90,69,1.086,0.921,1.008
36,5734,126.620,37.195,11,211,2120.500,1614.000,268.792,90.070,81.056,90.000,0.997,90,2120.500,1659.000,90,81,1.111,0.900,1.002
37,6158,136.882,43.905,14,222,2101.000,1531.500,278.051,90.011,87.108,0.000,1.000,90,2056.000,1531.500,0,87,1.033,0.968,1.001
38,3904,119.566,59.906,11,238,2218.000,1033.500,221.507,71.992,69.045,0.000,1.000,72,2182.000,1033.500,0,69,1.043,0.959,1.007
39,3125,113.293,53.621,8,207,2399.500,967.500,197.920,63.078,63.078,0.000,1.000,63,2368.000,967.500,0,63,1.000,1.000,0.990
40,5348,137.567,61.568,1,247,2251.000,886.500,259.203,84.047,81.018,0.000,1.000,84,2209.000,886.500,0,81,1.037,0.964,1.003
41,5160,121.206,58.664,16,226,2188.000,792.000,254.556,84.057,78.160,90.000,1.000,84,2188.000,834.000,90,78,1.075,0.930,1.005
42,4598,176.846,38.220,11,233,1804.000,1168.500,240.355,78.067,74.992,0.000,1.000,78,1765.000,1168.500,0,75,1.041,0.961,1.007
43,2688,125.004,33.277,25,174,1738.000,1195.500,183.813,60.018,57.024,0.000,1.000,60,1708.000,1195.500,0,57,1.053,0.950,1.000
